gene_name	drug_name	interaction_types
CYSLTR1	MONTELUKAST	antagonist
CYSLTR1	MONTELUKAST	
CYSLTR1	MONTELUKAST	
S1PR1	MONTELUKAST	antagonist
S1PR3	MONTELUKAST	antagonist
S1PR4	MONTELUKAST	agonist
CYSLTR1	MONTELUKAST SODIUM	antagonist
CSF2	MOR-103	
CSF2	MOR-103	inhibitor
CD248	MORAb-004	inhibitor
CD248	MORAb-004	
SCN5A	MORICIZINE	
SCN5A	MORICIZINE	
SCN5A	MORICIZINE	blocker
SCN10A	MORICIZINE HYDROCHLORIDE	blocker
SCN11A	MORICIZINE HYDROCHLORIDE	blocker
SCN1A	MORICIZINE HYDROCHLORIDE	blocker
SCN2A	MORICIZINE HYDROCHLORIDE	blocker
SCN3A	MORICIZINE HYDROCHLORIDE	blocker
SCN4A	MORICIZINE HYDROCHLORIDE	blocker
SCN5A	MORICIZINE HYDROCHLORIDE	blocker
SCN7A	MORICIZINE HYDROCHLORIDE	blocker
SCN8A	MORICIZINE HYDROCHLORIDE	blocker
SCN9A	MORICIZINE HYDROCHLORIDE	blocker
ADORA2A	MORIN	antagonist
TRPA1	MORPHANTHRIDINE	activator
CCKBR	MORPHINE	
CCR2	MORPHINE	
DRD2	MORPHINE	
F2R	MORPHINE	
GCG	MORPHINE	
GRIN1	MORPHINE	
GRM1	MORPHINE	
HMOX2	MORPHINE	
ITGAM	MORPHINE	
LPAR2	MORPHINE	
MAPK14	MORPHINE	
NR4A1	MORPHINE	
OPRD1	MORPHINE	agonist
OPRD1	MORPHINE	
OPRD1	MORPHINE	
OPRK1	MORPHINE	agonist
OPRK1	MORPHINE	
OPRK1	MORPHINE	
OPRM1	MORPHINE	agonist
OPRM1	MORPHINE	
OPRM1	MORPHINE	
PDYN	MORPHINE	
PER1	MORPHINE	
SYP	MORPHINE	
TBXA2R	MORPHINE	
OPRM1	MORPHINE SULFATE HYDRATE	agonist
HTR3A	MOSAPRIDE	
NAT1	MOSAPRIDE	agonist
FLT1	MOTESANIB	inhibitor
FLT1	MOTESANIB	inhibitor
FLT1	MOTESANIB	inhibitor
FLT1	MOTESANIB	
FLT1	MOTESANIB	inhibitor
FLT4	MOTESANIB	inhibitor
FLT4	MOTESANIB	inhibitor
FLT4	MOTESANIB	inhibitor
FLT4	MOTESANIB	inhibitor
FLT4	MOTESANIB	
KDR	MOTESANIB	inhibitor
KDR	MOTESANIB	inhibitor
KDR	MOTESANIB	
KDR	MOTESANIB	inhibitor
KDR	MOTESANIB	
KDR	MOTESANIB	inhibitor
KDR	MOTESANIB	inhibitor
KIT	MOTESANIB	inhibitor
KIT	MOTESANIB	inhibitor
KIT	MOTESANIB	inhibitor
KIT	MOTESANIB	
KIT	MOTESANIB	
KIT	MOTESANIB	inhibitor
PDGFRA	MOTESANIB	inhibitor
PDGFRA	MOTESANIB	
PDGFRA	MOTESANIB	inhibitor
PDGFRB	MOTESANIB	inhibitor
PDGFRB	MOTESANIB	
PDGFRB	MOTESANIB	inhibitor
PDGFRB	MOTESANIB	inhibitor
RET	MOTESANIB	
RET	MOTESANIB	
RET	MOTESANIB	inhibitor
RET	MOTESANIB	inhibitor
RET	MOTESANIB	inhibitor
TLR7	MOTESANIB	antagonist
TLR7	MOTESANIB	
TLR8	MOTESANIB	
TLR8	MOTESANIB	antagonist
TLR9	MOTESANIB	antagonist
TLR9	MOTESANIB	
KDR	MOTESANIB DIPHOSPHATE	inhibitor
KIT	MOTESANIB DIPHOSPHATE	inhibitor
RRM1	MOTEXAFIN GADOLINIUM	
RRM2	MOTEXAFIN GADOLINIUM	
RRM2	MOTEXAFIN GADOLINIUM	inhibitor
RRM2B	MOTEXAFIN GADOLINIUM	
TXNRD1	MOTEXAFIN GADOLINIUM	
TXNRD2	MOTEXAFIN GADOLINIUM	
TXNRD3	MOTEXAFIN GADOLINIUM	
MLNR	MOTILIN	agonist
MLNR	MOTILIN	agonist
MLNR	MOTILIN	agonist
TLR8	MOTOLIMOD	agonist
TLR8	MOTOLIMOD	
ELANE	MOXALACTAM	inhibitor
CD22	MOXETUMOMAB PASUDOTOX	antibody
CD22	MOXETUMOMAB PASUDOTOX	antibody
CD22	MOXETUMOMAB PASUDOTOX	
KCNH2	MOXIFLOXACIN	
TOP2B	MOXIFLOXACIN	inhibitor
AVPR1A	MOZAVAPTAN	antagonist
AVPR1B	MOZAVAPTAN	antagonist
AVPR2	MOZAVAPTAN	antagonist
EGFR	MP-412	inhibitor
ERBB2	MP-412	inhibitor
TRPV1	MR-1817	antagonist
AKT1	MSC-2363318A	inhibitor
AKT3	MSC-2363318A	inhibitor
PIK3CA	MSC-2363318A	
PTEN	MSC-2363318A	
RPS6KB1	MSC-2363318A	inhibitor
RPS6KB2	MSC-2363318A	inhibitor
BTK	MSC-2364447	inhibitor
CXCR4	MSX-122	antagonist
CXCR4	MSX-122	antagonist
CXCR4	MSX-122	
CSF2	MT-203	
NR3C2	MT-3995	antagonist
EGFR	MUBRITINIB	inhibitor
ERBB2	MUBRITINIB	inhibitor
ERBB2	MUBRITINIB	inhibitor
ERBB2	MUBRITINIB	inhibitor
ERBB2	MUBRITINIB	inhibitor
FGF1	MUPARFOSTAT (CHEMBL1615835)	inhibitor
FGF2	MUPARFOSTAT (CHEMBL1615835)	inhibitor
HPSE	MUPARFOSTAT (CHEMBL1615835)	inhibitor
VEGFA	MUPARFOSTAT (CHEMBL1615835)	inhibitor
PPARA	MURAGLITAZAR	
PPARA	MURAGLITAZAR	agonist
PPARG	MURAGLITAZAR	agonist
PPARG	MURAGLITAZAR	
CD247	MUROMONAB-CD3	
CD3D	MUROMONAB-CD3	
CD3D	MUROMONAB-CD3	inhibitor
CD3E	MUROMONAB-CD3	inhibitor
CD3E	MUROMONAB-CD3	
CD3E	MUROMONAB-CD3	
CD3E	MUROMONAB-CD3	binder
CD3E	MUROMONAB-CD3	antibody
CD3G	MUROMONAB-CD3	
CD3G	MUROMONAB-CD3	inhibitor
CD40LG	MUROMONAB-CD3	
FCGR3A	MUROMONAB-CD3	
CHRNA10	MUSCARINE	antagonist
CHRNA9	MUSCARINE	antagonist
HCRTR1	MUSCARINE	antagonist
GABRA1	MUSCIMOL	agonist
GABRA1	MUSCIMOL	agonist
GABRA2	MUSCIMOL	agonist
GABRA2	MUSCIMOL	agonist
GABRA3	MUSCIMOL	agonist
GABRA3	MUSCIMOL	agonist
GABRA4	MUSCIMOL	agonist
GABRA4	MUSCIMOL	agonist
GABRA5	MUSCIMOL	agonist
GABRA5	MUSCIMOL	agonist
GABRA6	MUSCIMOL	agonist
GABRA6	MUSCIMOL	agonist
GABRR1	MUSCIMOL	agonist
GABRR2	MUSCIMOL	agonist
GABRR3	MUSCIMOL	agonist
P2RX1	MUSCIMOL	antagonist
CSF2	MYCOPHENOLATE MOFETIL	
EPO	MYCOPHENOLATE MOFETIL	
IL15	MYCOPHENOLATE MOFETIL	
IMPDH1	MYCOPHENOLATE MOFETIL	inhibitor
IMPDH1	MYCOPHENOLATE MOFETIL	
IMPDH1	MYCOPHENOLATE MOFETIL	inhibitor
IMPDH1	MYCOPHENOLATE MOFETIL	
IMPDH2	MYCOPHENOLATE MOFETIL	
IMPDH2	MYCOPHENOLATE MOFETIL	inhibitor
IMPDH2	MYCOPHENOLATE MOFETIL	inhibitor
IMPDH2	MYCOPHENOLATE MOFETIL	inhibitor
IMPDH2	MYCOPHENOLATE MOFETIL	
ITGAL	MYCOPHENOLATE MOFETIL	
ITGB2	MYCOPHENOLATE MOFETIL	
PRTN3	MYCOPHENOLATE MOFETIL	
IMPDH1	MYCOPHENOLATE MOFETIL HYDROCHLORIDE	inhibitor
IMPDH2	MYCOPHENOLATE MOFETIL HYDROCHLORIDE	inhibitor
BIRC5	MYCOPHENOLIC ACID	
CCND1	MYCOPHENOLIC ACID	
CD28	MYCOPHENOLIC ACID	
CD44	MYCOPHENOLIC ACID	
CSF2	MYCOPHENOLIC ACID	
FAS	MYCOPHENOLIC ACID	
HPRT1	MYCOPHENOLIC ACID	
IL18	MYCOPHENOLIC ACID	
IMPDH1	MYCOPHENOLIC ACID	
IMPDH1	MYCOPHENOLIC ACID	
IMPDH1	MYCOPHENOLIC ACID	inhibitor
IMPDH1	MYCOPHENOLIC ACID	inhibitor
IMPDH2	MYCOPHENOLIC ACID	inhibitor
IMPDH2	MYCOPHENOLIC ACID	inhibitor
IMPDH2	MYCOPHENOLIC ACID	inhibitor
IMPDH2	MYCOPHENOLIC ACID	
IMPDH2	MYCOPHENOLIC ACID	
NRG1	MYCOPHENOLIC ACID	
PIK3CG	MYCOPHENOLIC ACID	
PLA2G1B	MYCOPHENOLIC ACID	
TP53	MYCOPHENOLIC ACID	
TYMP	MYCOPHENOLIC ACID	
UGT1A10	MYCOPHENOLIC ACID	
CANX	MYELOPEROXIDASE	
SPTLC2	MYRIOCIN	inhibitor
SPTLC3	MYRIOCIN	inhibitor
FFAR1	MYRISTIC ACID	agonist
FFAR4	MYRISTIC ACID	agonist
NOS1	N (g)-NITRO-L-ARGININE	inhibitor
NOS2	N (g)-NITRO-L-ARGININE	inhibitor
TPX2	N (g)-NITRO-L-ARGININE	inhibitor
GPR119	N-(2-HYDROXYETHYL)STEARAMIDE	agonist
HTR1D	N,N-DIMETHYLTRYPTAMINE	agonist
HTR6	N,N-DIMETHYLTRYPTAMINE	agonist
ADRA2A	N,N-HEXAMETHYLENEAMILORIDE	allosteric modulator
GNRHR	N,N-HEXAMETHYLENEAMILORIDE	allosteric modulator
PTH2R	N,N-HEXAMETHYLENEAMILORIDE	agonist
ADORA1	N6-CYCLOPENTYLADENOSINE	agonist
ADORA1	N6-CYCLOPENTYLADENOSINE	agonist
ADORA2A	N6-CYCLOPENTYLADENOSINE	agonist
ADORA2A	N6-CYCLOPENTYLADENOSINE	agonist
ADORA2B	N6-CYCLOPENTYLADENOSINE	agonist
ADORA2B	N6-CYCLOPENTYLADENOSINE	agonist
ADORA3	N6-CYCLOPENTYLADENOSINE	agonist
ADORA3	N6-CYCLOPENTYLADENOSINE	agonist
CNR1	NABILONE	agonist
CNR1	NABILONE	agonist
CNR1	NABILONE	
CNR1	NABILONE	
CNR2	NABILONE	
CNR2	NABILONE	
CNR1	NABOCTATE	antagonist
PTGS1	NABUMETONE	
PTGS1	NABUMETONE	
PTGS2	NABUMETONE	inhibitor
PTGS2	NABUMETONE	inhibitor
PTGS2	NABUMETONE	
PTGS2	NABUMETONE	
NAGLU	N-ACETYLGLUCOSAMINE	activator
P2RY11	NADIDE	agonist
TRPM2	NADIDE	activator
ADRB1	NADOLOL	antagonist
ADRB1	NADOLOL	
ADRB1	NADOLOL	
ADRB2	NADOLOL	antagonist
ADRB2	NADOLOL	
ADRB2	NADOLOL	antagonist
ADRB2	NADOLOL	
ADRB3	NADOLOL	antagonist
LPL	NADOLOL	
DRD2	NAFADOTRIDE	antagonist
DRD3	NAFADOTRIDE	antagonist
HTR1A	NAFADOTRIDE	agonist
ASIC1	NAFAMOSTAT	channel blocker
ASIC2	NAFAMOSTAT	channel blocker
ASIC3	NAFAMOSTAT	channel blocker
C1R	NAFAMOSTAT	inhibitor
PRSS1	NAFAMOSTAT	inhibitor
TNF	NAFAMOSTAT	antibody
TNF	NAFAMOSTAT	
TPSAB1	NAFAMOSTAT	inhibitor
TRPM7	NAFAMOSTAT	channel blocker
GNRHR	NAFARELIN	
GNRHR	NAFARELIN	agonist
GNRHR	NAFARELIN	
GNRHR2	NAFARELIN	
GNRHR2	NAFARELIN	
GNRHR	NAFARELIN ACETATE	agonist
CTSD	NAFCILLIN	inhibitor
CTSE	NAFCILLIN	inhibitor
F2RL3	NAFCILLIN	antagonist
HRH1	NAFCILLIN	antagonist
HRH2	NAFCILLIN	antagonist
HRH4	NAFCILLIN	antagonist
PGA5	NAFCILLIN	inhibitor
PGC	NAFCILLIN	inhibitor
AR	NAFOXIDINE	
BAX	NAFOXIDINE	
SQLE	NAFTIFINE	inhibitor
F2RL1	NALBUPHINE	agonist
OPRD1	NALBUPHINE	agonist
OPRD1	NALBUPHINE	
OPRD1	NALBUPHINE	antagonist
OPRD1	NALBUPHINE	
OPRK1	NALBUPHINE	
OPRK1	NALBUPHINE	
OPRK1	NALBUPHINE	agonist
OPRM1	NALBUPHINE	
OPRM1	NALBUPHINE	agonist
OPRM1	NALBUPHINE	
OPRD1	NALBUPHINE HYDROCHLORIDE	agonist
OPRK1	NALBUPHINE HYDROCHLORIDE	agonist
OPRM1	NALBUPHINE HYDROCHLORIDE	agonist
OPRM1	NALDEMEDINE	antagonist
OPRM1	NALDEMEDINE TOSYLATE	antagonist
OPRK1	NALFURAFINE	agonist
OPRK1	NALFURAFINE HYDROCHLORIDE	agonist
G6PD	NALIDIXIC ACID	
OPRD1	NALMEFENE	
OPRD1	NALMEFENE	agonist
OPRK1	NALMEFENE	antagonist
OPRK1	NALMEFENE	
OPRM1	NALMEFENE	
OPRM1	NALMEFENE	antagonist
OPRD1	NALMEFENE HYDROCHLORIDE	antagonist
OPRK1	NALMEFENE HYDROCHLORIDE	antagonist
OPRM1	NALMEFENE HYDROCHLORIDE	antagonist
OPRD1	NALORPHINE	agonist
OPRK1	NALORPHINE	agonist
OPRM1	NALORPHINE	antagonist
OPRM1	NALOXEGOL OXALATE	antagonist
ADCYAP1R1	NALOXONE	
ANPEP	NALOXONE	
BDNF	NALOXONE	
CRH	NALOXONE	
GRP	NALOXONE	
NTF3	NALOXONE	
OPRD1	NALOXONE	
OPRD1	NALOXONE	antagonist
OPRD1	NALOXONE	
OPRK1	NALOXONE	antagonist
OPRK1	NALOXONE	
OPRM1	NALOXONE	
OPRM1	NALOXONE	antagonist
OPRM1	NALOXONE	
OPRM1	NALOXONE	antagonist
PRL	NALOXONE	
RARA	NALOXONE	
TACR1	NALOXONE	antagonist
OPRK1	NALOXONE BENZOYLHYDRAZONE	agonist
OPRM1	NALOXONE BENZOYLHYDRAZONE	antagonist
OPRD1	NALOXONE HYDROCHLORIDE	antagonist
OPRK1	NALOXONE HYDROCHLORIDE	antagonist
OPRM1	NALOXONE HYDROCHLORIDE	antagonist
OPRM1	Naltalimide	partial agonist
BAX	NALTREXONE	
GCG	NALTREXONE	
OPRD1	NALTREXONE	
OPRD1	NALTREXONE	antagonist
OPRD1	NALTREXONE	antagonist
OPRD1	NALTREXONE	antagonist
OPRD1	NALTREXONE	
OPRK1	NALTREXONE	antagonist
OPRK1	NALTREXONE	
OPRK1	NALTREXONE	
OPRK1	NALTREXONE	antagonist
OPRM1	NALTREXONE	antagonist
OPRM1	NALTREXONE	antagonist
OPRM1	NALTREXONE	
OPRM1	NALTREXONE	
SIGMAR1	NALTREXONE	
TAC1	NALTREXONE	
OPRD1	NALTREXONE HYDROCHLORIDE	antagonist
OPRK1	NALTREXONE HYDROCHLORIDE	antagonist
OPRM1	NALTREXONE HYDROCHLORIDE	antagonist
OPRD1	NALTRIBEN	antagonist
OPRD1	NALTRIBEN	antagonist
OPRK1	NALTRIBEN	antagonist
OPRM1	NALTRIBEN	antagonist
OPRD1	NALTRINDOLE	antagonist
OPRK1	NALTRINDOLE	antagonist
OPRM1	NALTRINDOLE	antagonist
HTR1A	NALUZOTAN	agonist
HTR1A	NALUZOTAN	
HTR1A	NALUZOTAN	agonist
SIGMAR1	NALUZOTAN	agonist
CSF2	NAMILUMAB	inhibitor
ABCC8	NAMINIDIL	
ABCC9	NAMINIDIL	
KCNJ11	NAMINIDIL	
KCNJ8	NAMINIDIL	
AR	NANDROLONE	agonist
AR	NANDROLONE	agonist
AR	NANDROLONE	
AR	NANDROLONE	
AR	NANDROLONE DECANOATE	agonist
AR	NANDROLONE PHENPROPIONATE	agonist
CALCA	NANDROLONE PHENPROPIONATE	
PIK3CB	NANDROLONE PHENPROPIONATE	
PIK3CG	NANDROLONE PHENPROPIONATE	
WT1	NANDROLONE PHENPROPIONATE	
ADRA1A	NAPHAZOLINE HYDROCHLORIDE	agonist
ADRA1A	NAPHAZOLINE HYDROCHLORIDE	agonist
ADRA1B	NAPHAZOLINE HYDROCHLORIDE	agonist
ADRA2A	NAPHAZOLINE HYDROCHLORIDE	agonist
ADRA2B	NAPHAZOLINE HYDROCHLORIDE	agonist
ADRA2C	NAPHAZOLINE HYDROCHLORIDE	agonist
ANXA2P3	NAPHTHALENE	agonist
ANXA2P3	NAPHTHALENE	agonist
ANXA3	NAPHTHALENE	agonist
ANXA3	NAPHTHALENE	agonist
ANXA3	NAPHTHALENE	agonist
ANXA5	NAPHTHALENE	agonist
CRHR2	NAPHTHALENE	antagonist
NPY4R	NAPHTHALENE	agonist
PRLHR	NAPHTHALENE	antagonist
CPT2	NAPROXCINOD	inhibitor
GUCY1A2	NAPROXCINOD	
PTGS1	NAPROXCINOD	inhibitor
PTGS1	NAPROXCINOD	inhibitor
PTGS1	NAPROXCINOD	
PTGS2	NAPROXCINOD	inhibitor
PTGS2	NAPROXCINOD	
ALB	NAPROXEN	
ALK	NAPROXEN	inhibitor
CPT2	NAPROXEN	inhibitor
CXCL8	NAPROXEN	
CYP1A2	NAPROXEN	
CYP2C9	NAPROXEN	
FES	NAPROXEN	inhibitor
MCHR1	NAPROXEN	agonist
PLAT	NAPROXEN	
PTGS1	NAPROXEN	inhibitor
PTGS1	NAPROXEN	inhibitor
PTGS1	NAPROXEN	
PTGS1	NAPROXEN	
PTGS2	NAPROXEN	
PTGS2	NAPROXEN	
PTGS2	NAPROXEN	inhibitor
PTGS2	NAPROXEN	inhibitor
ROS1	NAPROXEN	inhibitor
SAA1	NAPROXEN	
PTGS1	NAPROXEN ETEMESIL	inhibitor
PTGS1	NAPROXEN ETEMESIL	
PTGS2	NAPROXEN ETEMESIL	inhibitor
PTGS2	NAPROXEN ETEMESIL	
PTGS1	NAPROXEN SODIUM	inhibitor
PTGS2	NAPROXEN SODIUM	inhibitor
TPBG	NAPTUMOMAB ESTAFENATOX	
EGFR	NAQUOTINIB	inhibitor
EGFR	NAQUOTINIB	
HTR1A	NARATRIPTAN	agonist
HTR1A	NARATRIPTAN	
HTR1B	NARATRIPTAN	
HTR1B	NARATRIPTAN	agonist
HTR1B	NARATRIPTAN	
HTR1D	NARATRIPTAN	
HTR1D	NARATRIPTAN	agonist
HTR1D	NARATRIPTAN	
HTR1E	NARATRIPTAN	agonist
HTR1F	NARATRIPTAN	
HTR1F	NARATRIPTAN	agonist
HTR1F	NARATRIPTAN	
S12	NARATRIPTAN	agonist
HTR1B	NARATRIPTAN HYDROCHLORIDE	agonist
HTR1D	NARATRIPTAN HYDROCHLORIDE	agonist
SLCO1A2	NARINGIN	inhibitor
HTR3A	NARONAPRIDE	
HTR4	NARONAPRIDE	agonist
FRA11F	NATALIZUMAB	antibody
ITGA4	NATALIZUMAB	
ITGA4	NATALIZUMAB	
ITGA4	NATALIZUMAB	inhibitor
ITGA4	NATALIZUMAB	antibody
ITGB1	NATALIZUMAB	inhibitor
ITGB1	NATALIZUMAB	antibody
ITGB7	NATALIZUMAB	inhibitor
ABCC8	NATEGLINIDE	blocker
ABCC8	NATEGLINIDE	
KCNJ1	NATEGLINIDE	
KCNJ10	NATEGLINIDE	blocker
KCNJ11	NATEGLINIDE	
KCNJ11	NATEGLINIDE	blocker
CXCR1	NAVARIXIN	antagonist
CXCR1	NAVARIXIN	antagonist
CXCR2	NAVARIXIN	antagonist
CXCR2	NAVARIXIN	antagonist
CXCR2	NAVARIXIN	antagonist
CXCR1	NAVARIXIN HYDRATE	antagonist
CXCR2	NAVARIXIN HYDRATE	antagonist
PPARA	NAVEGLITAZAR	
PPARA	NAVEGLITAZAR	agonist
PPARG	NAVEGLITAZAR	
PPARG	NAVEGLITAZAR	agonist
BCL2	NAVITOCLAX	inhibitor
BCL2	NAVITOCLAX	
BCL2	NAVITOCLAX	inhibitor
BCL2	NAVITOCLAX	inhibitor
BCL2	NAVITOCLAX	antagonist
BCL2L1	NAVITOCLAX	antagonist
BCL2L1	NAVITOCLAX	
BCL2L1	NAVITOCLAX	inhibitor
BCL2L1	NAVITOCLAX	inhibitor
BCL2L1	NAVITOCLAX	inhibitor
BCL2L2	NAVITOCLAX	inhibitor
BCL2L2	NAVITOCLAX	inhibitor
BCL2L2	NAVITOCLAX	inhibitor
BCL2L2	NAVITOCLAX	
BRAF	NAVITOCLAX	
BRAF	NAVITOCLAX	
KRAS	NAVITOCLAX	
KRAS	NAVITOCLAX	
PIK3CA	NAVITOCLAX	
PIK3CA	NAVITOCLAX	
PTEN	NAVITOCLAX	
TP53	NAVITOCLAX	
TP53	NAVITOCLAX	
ADORA1	NAXIFYLLINE	antagonist
ADORA1	NAXIFYLLINE	antagonist
GRIA1	NBQX	antagonist
GRIA2	NBQX	antagonist
GRIA4	NBQX	antagonist
CHRNA7	ND0801	agonist
CHRM1	N-DESMETHYLCLOZAPINE	
CHRM1	N-DESMETHYLCLOZAPINE	allosteric modulator
DRD2	N-DESMETHYLCLOZAPINE	
DRD3	N-DESMETHYLCLOZAPINE	
HTR2A	N-DESMETHYLCLOZAPINE	
EDNRA	NEBENTAN	antagonist
EDNRA	NEBENTAN	
ADRB1	NEBIVOLOL	
ADRB1	NEBIVOLOL	antagonist
ADRB1	NEBIVOLOL	
CYP2D6	NEBIVOLOL	
ADRB1	NEBIVOLOL HYDROCHLORIDE	antagonist
ADRB2	NEBIVOLOL HYDROCHLORIDE	antagonist
GRIN1	NEBOGLAMINE	positive allosteric modulator
GRIN2A	NEBOGLAMINE	positive allosteric modulator
GRIN2B	NEBOGLAMINE	positive allosteric modulator
GRIN2C	NEBOGLAMINE	positive allosteric modulator
GRIN2D	NEBOGLAMINE	positive allosteric modulator
GRIN3A	NEBOGLAMINE	positive allosteric modulator
GRIN3B	NEBOGLAMINE	positive allosteric modulator
ADORA1	NECA	agonist
ADORA2A	NECA	agonist
ADORA2A	NECA	agonist
ADORA2B	NECA	agonist
ADORA3	NECA	agonist
ADORA3	NECA	agonist
EGFR	NECITUMUMAB	
EGFR	NECITUMUMAB	inhibitor
EGFR	NECITUMUMAB	antibody
EGFR	NECITUMUMAB	antibody
EGFR	NECITUMUMAB	inhibitor
KRAS	NECITUMUMAB	
CYSLTR1	NEDOCROMIL	
CYSLTR1	NEDOCROMIL	
ADRA1A	NEFAZODONE	
ADRA1A	NEFAZODONE	
ADRA1B	NEFAZODONE	
ADRA1B	NEFAZODONE	
CYP2D6	NEFAZODONE	
CYP3A4	NEFAZODONE	inhibitor
HTR2A	NEFAZODONE	antagonist
HTR2A	NEFAZODONE	
HTR2A	NEFAZODONE	
HTR2C	NEFAZODONE	antagonist
PTH2R	NEFAZODONE	agonist
SLC6A2	NEFAZODONE	
SLC6A2	NEFAZODONE	inhibitor
SLC6A2	NEFAZODONE	
SLC6A4	NEFAZODONE	
SLC6A4	NEFAZODONE	inhibitor
SLC6A4	NEFAZODONE	
HTR2A	NEFAZODONE HYDROCHLORIDE	antagonist
HTR2C	NEFAZODONE HYDROCHLORIDE	antagonist
HTT	NEFAZODONE HYDROCHLORIDE	inhibitor
NAT1	NEFAZODONE HYDROCHLORIDE	inhibitor
POLA1	NELARABINE	
AKT1	NELFINAVIR	inhibitor
IL6	NELFINAVIR	
TFAP2A	NELFINAVIR	
TLR4	NELFINAVIR	
AVPR1A	NELIVAPTAN	antagonist
AVPR1B	NELIVAPTAN	antagonist
AVPR1B	NELIVAPTAN	antagonist
AVPR1B	NELIVAPTAN	antagonist
AVPR2	NELIVAPTAN	antagonist
OXTR	NELIVAPTAN	antagonist
HTR2A	NELOTANSERIN	
HTR2A	NELOTANSERIN	inverse agonist
HTR2A	NEMIFITIDE	
DRD2	NEMONAPRIDE	agonist
DRD3	NEMONAPRIDE	antagonist
DRD4	NEMONAPRIDE	antagonist
GYPA	NEOMYCIN	
PIK3CG	NEOMYCIN	
RLN2	NEOMYCIN	
SLC2A4	NEOMYCIN	
ACHE	NEOSTIGMINE	inhibitor
ACHE	NEOSTIGMINE	
ACHE	NEOSTIGMINE	inhibitor
ACHE	NEOSTIGMINE	
TGFBR1	NEOSTIGMINE BROMIDE	inhibitor
ACHE	NEOSTIGMINE METHYLSULFATE	inhibitor
TACR2	NEPADUTANT	antagonist
TACR2	NEPADUTANT	antagonist
PTGS1	NEPAFENAC	inhibitor
PTGS1	NEPAFENAC	
PTGS1	NEPAFENAC	
PTGS2	NEPAFENAC	
PTGS2	NEPAFENAC	inhibitor
PTGS2	NEPAFENAC	
CSTP1	NEPICASTAT	inhibitor
DBH	NEPICASTAT	
EGFR	NEPIDERMIN	activator
GRIN1	NERAMEXANE	
GRIN2B	NERAMEXANE	
GRIN3A	NERAMEXANE	
CHRNA10	NERAMEXANE MESYLATE	antagonist
CHRNA9	NERAMEXANE MESYLATE	antagonist
GRIN1	NERAMEXANE MESYLATE	antagonist
GRIN2A	NERAMEXANE MESYLATE	antagonist
GRIN2B	NERAMEXANE MESYLATE	antagonist
GRIN2C	NERAMEXANE MESYLATE	antagonist
GRIN2D	NERAMEXANE MESYLATE	antagonist
GRIN3A	NERAMEXANE MESYLATE	antagonist
GRIN3B	NERAMEXANE MESYLATE	antagonist
BRAF	NERATINIB	
EGFR	NERATINIB	inhibitor
EGFR	NERATINIB	
EGFR	NERATINIB	inhibitor
EGFR	NERATINIB	
EGFR	NERATINIB	inhibitor
EGFR	NERATINIB	inhibitor
ERBB2	NERATINIB	
ERBB2	NERATINIB	
ERBB2	NERATINIB	inhibitor
ERBB2	NERATINIB	inhibitor
ERBB2	NERATINIB	inhibitor
ERBB2	NERATINIB	
ERBB2	NERATINIB	inhibitor
ERBB2	NERATINIB	
ERBB2	NERATINIB	
ERBB2	NERATINIB	inhibitor
ERBB2	NERATINIB	
ERBB2	NERATINIB	inhibitor
HERC2	NERATINIB	
KRAS	NERATINIB	
PIK3CA	NERATINIB	
TNF	NERELIMOMAB	inhibitor
ERG	NERISPIRDINE	blocker
KCNA1	NERISPIRDINE	blocker
KCNA10	NERISPIRDINE	blocker
KCNA2	NERISPIRDINE	blocker
KCNA3	NERISPIRDINE	blocker
KCNA4	NERISPIRDINE	blocker
KCNA5	NERISPIRDINE	blocker
KCNA6	NERISPIRDINE	blocker
KCNA7	NERISPIRDINE	blocker
KCNB1	NERISPIRDINE	blocker
KCNB2	NERISPIRDINE	blocker
KCNC1	NERISPIRDINE	blocker
KCNC2	NERISPIRDINE	blocker
KCNC3	NERISPIRDINE	blocker
KCNC4	NERISPIRDINE	blocker
KCND1	NERISPIRDINE	blocker
KCND2	NERISPIRDINE	blocker
KCND3	NERISPIRDINE	blocker
KCNF1	NERISPIRDINE	blocker
KCNG1	NERISPIRDINE	blocker
KCNG2	NERISPIRDINE	blocker
KCNG3	NERISPIRDINE	blocker
KCNH1	NERISPIRDINE	blocker
KCNH2	NERISPIRDINE	blocker
KCNH3	NERISPIRDINE	blocker
KCNH4	NERISPIRDINE	blocker
KCNH5	NERISPIRDINE	blocker
KCNH6	NERISPIRDINE	blocker
KCNH7	NERISPIRDINE	blocker
KCNH8	NERISPIRDINE	blocker
KCNQ1	NERISPIRDINE	blocker
KCNQ1	NERISPIRDINE	blocker
KCNQ2	NERISPIRDINE	blocker
KCNQ3	NERISPIRDINE	blocker
KCNQ4	NERISPIRDINE	blocker
KCNQ5	NERISPIRDINE	blocker
KCNS1	NERISPIRDINE	blocker
KCNS2	NERISPIRDINE	blocker
KCNS3	NERISPIRDINE	blocker
KCNV1	NERISPIRDINE	blocker
KCNV2	NERISPIRDINE	blocker
SCN10A	NERISPIRDINE	blocker
SCN11A	NERISPIRDINE	blocker
SCN1A	NERISPIRDINE	blocker
SCN2A	NERISPIRDINE	blocker
SCN3A	NERISPIRDINE	blocker
SCN4A	NERISPIRDINE	blocker
SCN5A	NERISPIRDINE	blocker
